Student_ID,Gender,Age,Major,Attendance_Pct,Study_Hours_Per_Day,Previous_CGPA,Sleep_Hours,Social_Hours_Week,Final_CGPA,Grade_Category
ID00883,Male,19,Engineering,73.7,7.3,2.99,9.5,10,3.04,Good
ID00884,Male,21,Psychology,80.5,5.1,3.3,7.2,9,3.68,Excellent
ID00885,Female,19,Economics,85.0,3.4,3.1,5.6,9,3.23,Good
ID00886,Male,20,Engineering,64.4,6.4,3.51,6.4,7,3.49,Good
ID00887,Female,24,Mathematics,78.1,3.9,2.69,6.4,4,2.67,Average
ID00888,Male,20,Mathematics,90.8,3.6,2.22,5.6,10,2.28,Poor
ID00889,Male,22,Computer Science,65.8,1.3,2.61,4.0,5,2.57,Average
ID00890,Male,24,Psychology,100.0,6.2,3.63,7.3,9,4.0,Excellent
ID00891,Female,22,Computer Science,100.0,4.3,3.02,7.1,7,3.31,Good
ID00892,Female,19,Business,66.3,9.1,3.15,9.9,11,3.29,Good
ID00893,Female,23,Mathematics,100.0,2.7,2.57,9.8,12,2.78,Average
ID00894,Male,18,Psychology,82.8,2.2,3.13,8.0,8,3.51,Excellent
ID00895,Female,24,Economics,91.3,7.3,2.59,7.8,7,3.19,Good
ID00896,Male,21,Computer Science,77.6,8.2,2.66,5.8,5,2.63,Average
ID00897,Male,18,Economics,98.8,4.0,2.9,7.3,8,3.36,Good
ID00898,Female,19,Economics,91.1,6.6,3.32,6.8,7,3.95,Excellent
ID00899,Male,19,Economics,72.8,3.3,3.38,7.2,10,3.23,Good
ID00900,Male,18,Computer Science,67.5,3.4,3.39,5.8,3,3.42,Good
ID00901,Male,21,Business,63.1,5.1,2.31,7.6,7,2.32,Poor
ID00902,Male,24,Computer Science,87.8,3.4,3.1,4.9,9,3.19,Good
ID00903,Male,24,Engineering,93.6,4.7,3.0,10.0,11,3.3,Good
ID00904,Female,18,Mathematics,94.8,4.3,2.33,9.2,4,2.62,Average
ID00905,Male,22,Computer Science,83.2,1.9,3.11,9.0,3,3.24,Good
ID00906,Female,20,Computer Science,67.6,4.7,2.97,5.1,7,3.12,Good
ID00907,Female,23,Business,74.8,1.9,3.36,4.6,9,3.1,Good
ID00908,Male,22,Engineering,100.0,6.3,3.14,7.4,12,3.65,Excellent
ID00909,Male,24,Computer Science,77.7,7.4,2.83,6.5,9,3.01,Good
ID00910,Male,20,Mathematics,87.2,3.6,3.56,9.8,16,3.64,Excellent
ID00911,Female,23,Mathematics,68.9,9.6,1.99,7.9,7,2.17,Poor
ID00912,Male,23,Computer Science,90.0,8.1,3.07,6.9,10,3.46,Good
ID00913,Female,23,Economics,78.1,4.7,2.22,9.2,8,2.4,Poor
ID00914,Male,19,Economics,100.0,3.4,2.64,7.3,7,2.99,Average
ID00915,Female,23,Engineering,96.6,7.0,3.36,7.3,10,4.0,Excellent
ID00916,Male,21,Mathematics,77.6,9.7,2.46,8.6,7,2.66,Average
ID00917,Male,18,Economics,83.1,4.9,2.39,6.0,9,2.83,Average
ID00918,Female,24,Mathematics,76.7,10.6,4.0,8.5,7,4.0,Excellent
ID00919,Female,21,Engineering,63.7,2.9,2.42,7.8,8,2.61,Average
ID00920,Male,18,Engineering,72.1,5.9,3.93,5.6,9,3.82,Excellent
ID00921,Female,22,Economics,88.0,4.0,3.01,9.9,9,3.11,Good
ID00922,Male,22,Computer Science,89.9,2.1,2.84,6.3,4,3.1,Good
ID00923,Female,18,Psychology,87.2,3.1,3.38,4.5,5,3.41,Good
ID00924,Female,21,Business,80.5,7.3,3.77,5.8,9,4.0,Excellent
ID00925,Male,18,Psychology,99.0,3.8,2.53,5.4,8,2.97,Average
ID00926,Male,23,Psychology,86.0,2.9,2.84,7.3,9,3.26,Good
ID00927,Male,19,Mathematics,95.5,8.3,3.52,9.4,3,3.89,Excellent
ID00928,Male,24,Engineering,58.4,7.2,3.24,7.4,5,3.27,Good
ID00929,Female,22,Mathematics,26.2,3.2,3.65,9.4,8,3.31,Good
ID00930,Male,24,Economics,89.3,10.9,3.36,8.6,4,3.8,Excellent
ID00931,Male,19,Business,63.6,3.9,4.0,4.0,5,3.97,Excellent
ID00932,Female,23,Economics,81.8,5.0,3.19,8.3,4,3.65,Excellent
ID00933,Female,23,Computer Science,80.5,4.2,3.21,6.1,13,3.49,Good
ID00934,Male,22,Business,100.0,2.4,3.26,7.8,9,3.59,Excellent
ID00935,Male,22,Mathematics,91.0,3.7,3.03,6.9,9,3.18,Good
ID00936,Male,23,Mathematics,87.5,4.0,3.52,10.0,5,3.9,Excellent
ID00937,Male,20,Economics,97.6,1.1,3.22,7.7,7,3.31,Good
ID00938,Female,24,Mathematics,90.5,4.8,3.49,7.9,5,3.92,Excellent
ID00939,Male,19,Mathematics,78.1,6.7,3.57,8.6,14,3.66,Excellent
ID00940,Female,24,Psychology,100.0,1.9,3.31,4.8,8,3.47,Good
ID00941,Male,19,Computer Science,68.4,6.0,3.35,8.6,8,3.3,Good
ID00942,Female,20,Psychology,89.8,7.6,2.59,6.7,6,3.14,Good
ID00943,Female,21,Mathematics,61.8,0.3,2.82,6.0,6,2.73,Average
ID00944,Female,19,Engineering,88.1,3.7,3.52,8.2,7,3.73,Excellent
ID00945,Male,24,Psychology,87.9,10.8,3.81,4.8,9,4.0,Excellent
ID00946,Male,18,Mathematics,100.0,4.7,2.13,8.4,2,2.29,Poor
ID00947,Male,23,Mathematics,61.5,1.0,2.82,6.8,12,2.73,Average
ID00948,Female,23,Computer Science,76.0,1.7,3.11,6.8,8,3.13,Good
ID00949,Female,20,Economics,97.3,4.9,2.66,4.0,6,2.9,Average
ID00950,Female,19,Business,90.0,5.8,2.69,8.4,9,2.99,Average
ID00951,Female,21,Psychology,87.7,4.2,3.34,7.4,14,3.57,Excellent
ID00952,Female,19,Psychology,70.7,4.7,3.89,6.3,5,4.0,Excellent
ID00953,Male,23,Psychology,76.1,4.3,2.08,5.6,3,1.89,Poor
ID00954,Female,22,Mathematics,100.0,2.7,3.01,8.2,5,3.2,Good
ID00955,Male,18,Computer Science,84.2,4.3,3.33,7.5,12,3.58,Excellent
ID00956,Male,20,Mathematics,90.6,1.4,3.49,7.0,7,3.59,Excellent
ID00957,Male,22,Mathematics,83.3,3.3,3.26,5.5,3,3.31,Good
ID00958,Male,24,Economics,67.3,5.6,3.98,7.5,11,4.0,Excellent
ID00959,Male,21,Engineering,99.0,2.3,3.11,7.4,6,3.52,Excellent
ID00960,Female,22,Computer Science,92.5,3.5,3.76,9.0,9,4.0,Excellent
ID00961,Male,24,Psychology,100.0,4.5,2.78,5.2,4,3.17,Good
ID00962,Female,22,Business,69.8,10.5,3.13,5.9,6,3.25,Good
ID00963,Male,21,Psychology,97.3,7.2,2.49,9.9,7,2.83,Average
ID00964,Male,22,Mathematics,65.3,1.3,3.55,7.3,10,3.42,Good
ID00965,Male,20,Computer Science,87.4,11.9,3.04,7.4,6,3.93,Excellent
ID00966,Male,23,Computer Science,99.6,8.7,3.28,8.4,6,3.83,Excellent
ID00967,Female,19,Computer Science,53.9,4.6,2.94,9.7,8,2.62,Average
ID00968,Male,22,Engineering,81.9,6.5,3.39,5.3,9,3.69,Excellent
ID00969,Female,20,Psychology,76.6,2.5,3.3,10.0,7,3.28,Good
ID00970,Male,19,Engineering,74.5,4.0,2.6,6.9,7,2.81,Average
ID00971,Female,24,Economics,90.8,2.4,2.63,7.4,15,2.91,Average
ID00972,Female,19,Business,100.0,5.8,3.09,7.1,12,3.35,Good
ID00973,Female,24,Economics,83.0,13.9,3.43,9.2,4,4.0,Excellent
ID00974,Male,22,Mathematics,88.1,3.2,4.0,8.4,8,4.0,Excellent
ID00975,Male,20,Engineering,86.7,3.7,3.25,6.8,8,3.54,Excellent
ID00976,Male,23,Engineering,85.0,4.1,3.6,5.3,8,3.91,Excellent
ID00977,Female,22,Economics,68.7,3.3,2.29,6.6,7,2.31,Poor
ID00978,Male,24,Mathematics,100.0,5.6,4.0,5.0,4,4.0,Excellent
ID00979,Male,21,Computer Science,89.4,7.5,3.4,8.3,8,3.75,Excellent
ID00980,Female,19,Mathematics,90.9,2.8,3.08,6.0,7,3.35,Good
ID00981,Male,22,Psychology,72.9,4.0,3.02,6.8,6,2.9,Average
ID00982,Female,24,Economics,78.1,6.0,2.55,8.8,7,2.72,Average
ID00983,Male,19,Mathematics,82.4,2.2,2.69,8.2,8,2.78,Average
ID00984,Male,24,Computer Science,62.0,1.8,4.0,7.6,6,4.0,Excellent
ID00985,Female,20,Mathematics,59.7,2.8,2.61,5.8,10,2.0,Poor
ID00986,Male,18,Engineering,76.0,6.2,2.6,7.7,10,2.91,Average
ID00987,Female,22,Business,92.8,2.2,2.75,5.8,9,3.1,Good
ID00988,Male,23,Engineering,75.2,2.9,2.5,7.7,12,2.48,Poor
ID00989,Male,22,Business,69.7,4.1,3.11,5.0,8,3.06,Good
ID00990,Female,19,Mathematics,72.8,4.5,3.64,8.8,11,3.66,Excellent
ID00991,Female,20,Psychology,78.2,3.7,2.79,7.3,9,3.02,Good
ID00992,Female,24,Mathematics,79.7,4.1,2.41,7.0,8,2.49,Poor
ID00993,Male,21,Computer Science,100.0,1.5,3.25,7.6,12,3.3,Good
ID00994,Female,23,Mathematics,100.0,2.7,3.07,6.8,8,3.38,Good
ID00995,Male,20,Business,100.0,6.5,3.6,7.1,7,4.0,Excellent
ID00996,Male,22,Engineering,100.0,2.6,2.87,8.9,3,3.15,Good
ID00997,Female,21,Psychology,70.0,4.6,2.97,8.6,6,2.87,Average
ID00998,Male,20,Mathematics,66.7,4.3,3.03,8.1,9,3.16,Good
ID00999,Female,18,Mathematics,68.4,6.1,3.14,7.4,9,3.42,Good
ID01000,Male,23,Engineering,100.0,6.6,2.9,6.5,10,3.31,Good
ID01001,Male,19,Psychology,76.8,7.7,2.82,8.6,13,2.9,Average
ID01002,Male,20,Economics,66.2,9.0,2.17,5.6,7,2.38,Poor
ID01003,Female,20,Mathematics,78.5,2.2,2.82,9.7,4,2.52,Average
ID01004,Female,18,Mathematics,81.4,0.9,3.46,8.1,12,3.63,Excellent
ID01005,Female,22,Economics,89.0,3.2,3.53,8.8,6,3.78,Excellent
ID01006,Female,24,Business,88.8,2.1,2.86,7.7,7,3.04,Good
ID01007,Female,24,Business,72.6,2.4,3.75,6.8,5,3.78,Excellent
ID01008,Female,23,Computer Science,95.3,5.5,3.09,8.4,6,3.25,Good
ID01009,Male,23,Engineering,75.4,7.4,2.43,4.9,9,2.73,Average
ID01010,Male,19,Psychology,82.7,4.6,2.27,6.1,5,2.48,Poor
ID01011,Male,20,Mathematics,95.3,2.7,3.71,6.7,7,3.93,Excellent
ID01012,Female,21,Mathematics,75.4,4.8,2.91,4.9,10,3.09,Good
ID01013,Female,20,Computer Science,76.5,6.2,2.49,8.0,6,2.61,Average
ID01014,Male,24,Mathematics,93.9,1.5,1.97,8.9,6,2.25,Poor
ID01015,Female,19,Engineering,72.1,3.3,2.9,4.4,6,2.68,Average
ID01016,Female,20,Computer Science,79.2,3.5,3.3,6.4,7,3.15,Good
ID01017,Male,18,Engineering,93.3,3.7,2.75,6.7,13,2.93,Average
ID01018,Female,24,Computer Science,100.0,2.3,2.57,7.5,6,3.02,Good
ID01019,Female,20,Mathematics,94.1,4.8,2.83,8.3,8,2.96,Average
ID01020,Male,20,Computer Science,92.1,5.1,3.72,6.6,8,4.0,Excellent
ID01021,Female,24,Business,93.0,2.2,2.4,8.4,8,2.54,Average
ID01022,Male,21,Psychology,68.9,8.5,2.78,7.1,7,3.2,Good
ID01023,Female,24,Mathematics,86.7,1.8,3.71,6.1,12,3.87,Excellent
ID01024,Female,18,Economics,84.6,2.6,3.35,7.3,5,3.44,Good
ID01025,Female,18,Psychology,89.8,1.7,3.19,5.1,3,3.42,Good
ID01026,Male,20,Mathematics,86.7,1.5,2.78,6.6,9,3.04,Good
ID01027,Female,23,Psychology,90.7,4.4,3.12,6.7,12,3.46,Good
ID01028,Female,21,Business,80.3,2.6,2.83,6.1,10,3.04,Good
ID01029,Male,20,Psychology,85.9,6.7,2.67,10.0,8,3.21,Good
ID01030,Female,24,Computer Science,66.6,2.3,2.56,9.0,6,2.27,Poor
ID01031,Male,20,Psychology,80.2,2.6,3.49,7.3,7,3.63,Excellent
ID01032,Female,19,Mathematics,100.0,6.2,3.07,7.6,6,3.34,Good
ID01033,Male,19,Economics,89.8,1.9,3.26,7.8,12,3.33,Good
ID01034,Male,23,Economics,84.7,3.0,3.18,7.9,3,3.62,Excellent
ID01035,Male,21,Engineering,100.0,8.4,3.32,9.3,10,3.91,Excellent
ID01036,Female,22,Psychology,64.6,0.5,2.97,8.4,7,2.59,Average
ID01037,Male,19,Economics,68.4,0.3,2.86,4.0,8,2.74,Average
ID01038,Female,22,Psychology,100.0,1.5,2.69,8.3,9,2.87,Average
ID01039,Male,18,Economics,85.7,9.2,2.39,5.7,9,2.85,Average
ID01040,Male,19,Psychology,81.4,5.2,2.54,6.2,8,2.78,Average
ID01041,Male,19,Mathematics,67.0,4.8,2.92,8.5,8,2.95,Average
ID01042,Female,21,Psychology,91.7,1.5,2.3,4.2,7,2.56,Average
ID01043,Male,23,Mathematics,93.2,4.3,2.41,9.6,6,2.64,Average
ID01044,Female,22,Mathematics,68.6,2.2,3.62,8.2,9,3.45,Good
ID01045,Female,24,Engineering,82.9,6.8,3.21,7.5,6,3.83,Excellent
ID01046,Female,19,Economics,80.0,6.9,2.87,8.3,10,3.15,Good
ID01047,Male,19,Computer Science,88.8,2.8,4.0,8.7,8,4.0,Excellent
ID01048,Male,21,Mathematics,68.2,5.4,2.28,7.3,13,2.48,Poor
ID01049,Female,21,Economics,100.0,5.0,3.59,8.2,8,3.95,Excellent
ID01050,Male,23,Business,98.7,3.7,3.04,5.5,7,3.44,Good
ID01051,Female,22,Psychology,79.6,2.2,3.49,8.2,10,3.28,Good
ID01052,Male,18,Business,81.8,3.0,3.15,7.9,8,3.33,Good
ID01053,Female,24,Psychology,83.0,6.6,2.16,9.2,17,2.21,Poor
ID01054,Female,23,Engineering,73.3,8.5,3.15,7.3,7,3.38,Good
ID01055,Female,18,Mathematics,78.3,3.2,3.27,7.5,7,3.46,Good
ID01056,Male,20,Computer Science,80.9,9.0,2.0,5.6,8,2.67,Average
ID01057,Female,19,Mathematics,100.0,5.2,4.0,7.0,8,4.0,Excellent
ID01058,Male,22,Psychology,99.2,3.8,3.26,7.9,9,3.56,Excellent
ID01059,Male,23,Computer Science,99.0,3.5,3.44,8.1,8,3.64,Excellent
ID01060,Female,19,Mathematics,90.5,2.3,2.52,9.6,9,2.78,Average
ID01061,Female,22,Computer Science,68.2,5.6,3.45,7.7,7,3.6,Excellent
ID01062,Female,22,Psychology,84.4,9.8,3.64,6.9,7,4.0,Excellent
ID01063,Female,22,Engineering,99.6,3.7,3.23,7.8,11,3.67,Excellent
ID01064,Male,19,Engineering,66.1,2.1,3.1,6.2,11,3.22,Good
ID01065,Male,23,Mathematics,94.5,6.2,2.65,9.0,9,3.1,Good
ID01066,Female,24,Business,100.0,3.1,2.99,6.0,7,3.17,Good
ID01067,Male,21,Psychology,100.0,2.3,2.84,6.4,10,3.22,Good
ID01068,Male,19,Mathematics,100.0,1.4,3.39,5.4,6,3.71,Excellent
ID01069,Male,22,Mathematics,88.3,5.5,2.68,7.1,10,3.18,Good
ID01070,Male,23,Engineering,99.5,7.7,3.38,8.0,9,3.81,Excellent
ID01071,Male,24,Computer Science,74.2,1.7,2.68,9.5,9,2.32,Poor
ID01072,Male,20,Psychology,96.9,3.3,2.97,6.9,5,3.24,Good
ID01073,Male,18,Computer Science,94.8,3.5,3.41,6.7,11,3.72,Excellent
ID01074,Male,22,Economics,89.3,2.4,2.75,4.0,12,3.08,Good
ID01075,Female,20,Economics,100.0,8.8,3.43,7.3,6,4.0,Excellent
ID01076,Male,21,Psychology,76.9,1.4,3.38,7.0,8,3.21,Good
ID01077,Male,24,Business,82.2,5.2,2.96,7.0,8,3.45,Good
ID01078,Female,24,Economics,86.4,5.8,3.68,9.3,13,3.86,Excellent
ID01079,Male,22,Engineering,69.6,2.4,3.14,7.8,11,3.0,Good
ID01080,Female,24,Business,88.4,2.0,3.65,6.4,7,4.0,Excellent
ID01081,Female,20,Mathematics,59.2,2.7,4.0,5.6,9,3.5,Excellent
ID01082,Male,22,Economics,100.0,1.0,2.98,5.3,7,2.89,Average
ID01083,Male,19,Engineering,85.7,10.0,3.42,6.3,11,4.0,Excellent
ID01084,Female,23,Mathematics,77.2,2.8,2.78,7.6,11,2.83,Average
ID01085,Female,20,Business,72.5,3.1,2.58,4.0,9,2.6,Average
ID01086,Male,23,Psychology,81.5,11.0,3.0,6.8,6,3.62,Excellent
ID01087,Female,19,Mathematics,95.3,1.2,2.42,8.2,9,2.5,Average
ID01088,Male,19,Computer Science,93.2,3.7,2.63,5.4,10,2.89,Average
ID01089,Female,23,Psychology,74.4,6.3,3.4,6.7,10,3.39,Good
ID01090,Male,20,Psychology,72.3,10.0,2.84,5.5,6,2.97,Average
ID01091,Female,23,Business,94.9,1.3,3.46,4.0,6,3.52,Excellent
ID01092,Female,23,Business,74.2,10.8,3.25,5.8,8,3.45,Good
ID01093,Female,18,Engineering,85.9,3.3,4.0,5.4,4,4.0,Excellent
ID01094,Male,20,Engineering,86.9,3.3,3.36,8.2,11,3.64,Excellent
ID01095,Male,18,Computer Science,89.7,1.8,3.66,7.7,9,3.92,Excellent
ID01096,Male,22,Psychology,97.9,4.2,3.3,5.4,4,3.67,Excellent
ID01097,Male,24,Computer Science,66.1,10.8,3.26,8.9,11,3.6,Excellent
ID01098,Male,23,Computer Science,56.3,4.1,3.68,8.1,7,3.25,Good
ID01099,Female,22,Business,76.5,2.3,3.43,6.6,8,3.24,Good
ID01100,Male,20,Computer Science,100.0,2.6,3.21,7.5,6,3.55,Excellent
ID01101,Male,23,Computer Science,100.0,2.7,3.2,5.6,12,3.27,Good
ID01102,Female,24,Mathematics,100.0,9.2,3.37,4.0,7,3.81,Excellent
ID01103,Female,22,Engineering,82.1,10.4,2.76,7.1,13,3.55,Excellent
ID01104,Female,21,Engineering,58.3,1.4,2.74,5.0,11,2.15,Poor
ID01105,Female,19,Psychology,49.9,1.9,3.81,6.7,10,3.47,Good
ID01106,Male,23,Engineering,75.8,2.0,4.0,7.6,10,3.79,Excellent
ID01107,Male,24,Economics,82.0,2.8,2.64,4.1,10,2.8,Average
ID01108,Female,19,Psychology,100.0,11.5,2.77,7.3,8,3.69,Excellent
ID01109,Female,18,Mathematics,98.0,10.7,3.67,8.2,10,4.0,Excellent
ID01110,Male,22,Engineering,88.4,4.0,3.37,4.0,7,3.8,Excellent
ID01111,Female,18,Mathematics,71.7,3.0,3.44,8.1,5,3.38,Good
ID01112,Male,24,Engineering,70.6,0.8,3.55,9.8,16,2.96,Average
ID01113,Male,23,Engineering,88.8,4.5,2.98,6.6,10,3.3,Good
ID01114,Male,19,Mathematics,95.5,4.2,3.26,8.1,5,3.4,Good
ID01115,Female,19,Computer Science,90.9,1.7,3.23,5.5,10,3.2,Good
ID01116,Female,22,Computer Science,69.5,5.1,2.67,8.4,7,2.54,Average
ID01117,Male,23,Computer Science,94.8,6.8,3.26,7.8,13,3.74,Excellent
ID01118,Female,21,Economics,91.4,1.7,3.72,7.3,9,3.77,Excellent
ID01119,Male,21,Computer Science,68.9,2.9,2.93,7.2,8,3.1,Good
ID01120,Male,22,Engineering,73.2,6.6,3.18,7.6,10,3.38,Good
ID01121,Female,23,Business,95.3,2.5,3.2,6.9,8,3.34,Good
ID01122,Female,22,Mathematics,81.5,2.8,2.96,5.5,7,3.12,Good
ID01123,Female,23,Business,100.0,2.9,3.44,6.8,8,3.69,Excellent
ID01124,Female,24,Economics,92.5,5.2,2.76,6.9,5,3.3,Good
ID01125,Female,24,Business,77.7,7.4,3.77,5.2,5,3.74,Excellent
ID01126,Female,18,Psychology,84.8,9.6,3.41,6.8,7,4.0,Excellent
ID01127,Male,22,Computer Science,86.0,7.1,2.63,6.9,5,3.22,Good
ID01128,Male,23,Economics,74.1,4.0,3.95,6.2,10,3.95,Excellent
ID01129,Male,21,Engineering,71.3,5.8,3.18,7.5,5,3.26,Good
ID01130,Male,23,Computer Science,95.5,1.6,2.74,7.9,3,2.91,Average
ID01131,Female,24,Computer Science,97.7,12.4,3.65,6.0,8,4.0,Excellent
ID01132,Male,23,Business,94.1,2.3,3.35,7.2,7,3.46,Good
ID01133,Male,22,Psychology,100.0,5.5,2.21,8.4,3,2.68,Average
ID01134,Male,18,Computer Science,76.9,4.4,2.84,5.5,10,2.64,Average
ID01135,Female,18,Mathematics,100.0,1.5,3.24,4.5,4,3.29,Good
ID01136,Male,18,Mathematics,71.5,2.3,2.02,5.6,9,1.84,Poor
ID01137,Female,18,Computer Science,69.8,7.7,3.14,7.8,10,3.33,Good
ID01138,Male,24,Business,58.6,3.6,3.18,6.3,15,2.79,Average
ID01139,Male,20,Business,78.3,2.1,2.51,5.1,9,2.41,Poor
ID01140,Female,22,Engineering,77.4,3.3,3.24,8.9,7,3.14,Good
ID01141,Female,19,Economics,92.9,2.1,3.1,5.2,4,3.28,Good
ID01142,Male,22,Economics,88.7,2.8,2.5,6.7,5,2.84,Average
ID01143,Female,20,Economics,67.1,1.2,3.56,8.1,8,3.25,Good
ID01144,Female,18,Psychology,79.1,4.0,3.52,8.0,6,3.74,Excellent
ID01145,Male,20,Business,79.4,4.3,2.96,7.6,4,3.16,Good
ID01146,Female,21,Engineering,58.4,2.8,3.0,6.0,9,2.82,Average
ID01147,Female,21,Mathematics,70.3,7.6,3.46,7.8,5,3.7,Excellent
ID01148,Female,24,Economics,73.4,2.9,3.0,7.0,10,3.12,Good
ID01149,Female,22,Mathematics,100.0,3.6,2.13,7.6,12,2.51,Average
ID01150,Female,22,Mathematics,87.9,2.7,3.34,9.1,9,3.51,Excellent
ID01151,Female,19,Computer Science,94.9,3.1,2.69,5.2,6,3.0,Good
ID01152,Female,24,Psychology,62.5,5.9,2.91,7.6,10,3.09,Good
ID01153,Female,19,Engineering,100.0,1.6,3.83,7.2,12,3.86,Excellent
ID01154,Female,21,Psychology,100.0,5.1,3.03,8.4,7,3.53,Excellent
ID01155,Female,18,Computer Science,55.0,2.5,3.1,9.7,5,2.65,Average
ID01156,Female,20,Engineering,74.4,1.7,3.35,9.6,15,3.21,Good
ID01157,Male,19,Engineering,92.4,3.2,3.35,8.3,13,3.52,Excellent
ID01158,Female,23,Business,94.7,9.2,2.64,6.1,8,3.09,Good
ID01159,Female,19,Psychology,74.8,5.5,3.07,6.4,10,3.33,Good
ID01160,Male,18,Psychology,80.4,3.1,3.12,8.1,6,3.4,Good
ID01161,Female,18,Business,76.0,2.1,3.24,5.1,8,3.23,Good
ID01162,Male,22,Mathematics,86.7,10.5,3.24,6.6,10,3.91,Excellent
ID01163,Male,20,Computer Science,100.0,4.7,4.0,5.9,6,4.0,Excellent
ID01164,Female,18,Psychology,73.4,4.0,2.51,5.2,3,2.58,Average
ID01165,Male,24,Business,100.0,5.4,3.59,7.4,10,3.94,Excellent
ID01166,Female,19,Engineering,73.3,5.7,3.69,8.2,4,3.53,Excellent
ID01167,Female,19,Economics,72.3,2.9,3.35,7.9,10,3.49,Good
ID01168,Male,21,Business,97.3,6.4,2.77,7.2,9,3.11,Good
ID01169,Male,18,Economics,98.8,1.4,3.93,6.5,10,4.0,Excellent
ID01170,Male,23,Mathematics,97.8,5.6,2.0,6.2,9,2.48,Poor
ID01171,Female,22,Computer Science,65.3,3.0,2.76,8.3,8,2.71,Average
ID01172,Female,20,Economics,78.0,7.8,3.69,6.2,12,3.83,Excellent
ID01173,Female,23,Mathematics,97.3,2.9,2.91,6.2,11,3.17,Good
ID01174,Male,22,Economics,85.6,7.0,3.9,7.6,7,4.0,Excellent
ID01175,Female,19,Engineering,68.9,4.8,2.34,5.5,9,2.21,Poor
ID01176,Male,23,Engineering,91.9,14.0,2.54,7.1,13,3.48,Good
ID01177,Female,22,Engineering,74.3,6.3,2.83,6.2,6,2.83,Average
ID01178,Male,19,Engineering,100.0,4.1,3.31,6.0,6,3.67,Excellent
ID01179,Female,19,Business,100.0,1.1,2.99,6.6,5,3.21,Good
ID01180,Male,19,Engineering,94.1,7.5,2.85,8.1,5,3.46,Good
ID01181,Female,19,Engineering,100.0,7.7,3.81,7.3,8,4.0,Excellent
ID01182,Male,24,Business,86.0,3.2,3.86,7.4,7,4.0,Excellent
ID01183,Female,19,Engineering,96.5,2.5,2.89,8.1,7,3.2,Good
ID01184,Female,21,Mathematics,100.0,6.6,2.25,7.9,7,2.85,Average
ID01185,Male,23,Mathematics,88.7,4.7,2.02,6.7,7,2.22,Poor
ID01186,Female,22,Psychology,81.2,3.6,3.22,7.8,7,3.72,Excellent
ID01187,Female,21,Mathematics,59.4,5.2,3.43,6.7,7,3.32,Good
ID01188,Male,24,Computer Science,83.8,3.2,3.13,7.7,9,3.51,Excellent
ID01189,Male,21,Computer Science,97.4,7.7,3.06,8.6,6,3.58,Excellent
ID01190,Female,18,Computer Science,99.2,3.3,2.7,7.8,11,2.9,Average
ID01191,Male,18,Business,92.6,6.6,3.43,5.1,8,3.62,Excellent
ID01192,Female,18,Mathematics,76.9,4.1,3.94,6.3,14,3.89,Excellent
ID01193,Male,20,Computer Science,55.3,4.9,1.99,8.0,6,1.9,Poor
ID01194,Female,18,Psychology,77.6,10.3,3.06,4.0,5,3.36,Good
ID01195,Male,22,Business,80.4,2.9,2.61,7.5,7,2.85,Average
ID01196,Female,21,Psychology,80.3,6.3,2.35,7.4,6,2.71,Average
ID01197,Female,22,Mathematics,94.3,9.0,2.54,10.0,10,3.16,Good
ID01198,Female,23,Engineering,100.0,6.2,3.29,7.6,5,3.73,Excellent
ID01199,Female,18,Psychology,86.9,7.9,3.3,6.8,7,3.89,Excellent
ID01200,Male,24,Engineering,81.7,4.4,3.83,8.7,12,3.91,Excellent
ID01201,Female,20,Business,81.1,6.0,3.1,6.5,6,3.52,Excellent
ID01202,Male,23,Psychology,86.9,7.0,2.22,7.1,2,2.53,Average
ID01203,Male,24,Psychology,72.6,4.0,2.98,7.1,6,3.14,Good
ID01204,Male,20,Economics,86.8,13.6,2.41,7.9,4,3.14,Good
ID01205,Male,23,Business,91.8,2.3,2.5,5.6,7,2.53,Average
ID01206,Female,21,Business,88.1,2.1,3.39,8.3,11,3.72,Excellent
ID01207,Female,22,Computer Science,91.9,9.7,3.2,6.2,5,3.64,Excellent
ID01208,Male,19,Mathematics,91.5,8.8,3.39,10.0,7,3.76,Excellent
ID01209,Male,22,Psychology,58.4,2.6,2.92,4.7,6,2.4,Poor
ID01210,Female,18,Psychology,94.6,7.9,3.5,5.9,4,4.0,Excellent
ID01211,Male,24,Business,74.9,5.3,2.89,4.0,9,2.99,Average
ID01212,Male,19,Business,68.6,4.1,3.66,10.0,8,3.8,Excellent
ID01213,Male,20,Mathematics,68.4,2.5,3.27,5.2,11,3.22,Good
ID01214,Female,21,Business,91.5,3.8,3.0,8.1,6,3.13,Good
ID01215,Female,21,Engineering,81.7,2.2,3.21,8.1,13,3.24,Good
ID01216,Male,20,Engineering,59.8,3.4,3.09,5.6,10,2.81,Average
ID01217,Male,18,Economics,92.2,2.2,3.9,8.2,7,4.0,Excellent
ID01218,Female,20,Engineering,63.4,1.6,3.22,5.4,7,3.21,Good
ID01219,Female,23,Engineering,87.1,8.0,3.1,5.8,5,3.66,Excellent
ID01220,Male,24,Mathematics,88.6,3.6,2.98,4.7,6,3.33,Good
ID01221,Female,24,Psychology,98.3,5.0,3.52,8.0,6,3.98,Excellent
ID01222,Male,18,Engineering,100.0,2.8,3.45,4.1,12,3.73,Excellent
ID01223,Male,19,Economics,64.5,3.5,2.96,7.6,11,2.83,Average
